,user_id,anime_id,rating
140,630,1735,10.0
141,630,1535,10.0
142,630,223,8.0
143,630,20,9.0
144,630,3588,9.0
145,630,481,10.0
146,630,5114,8.0
147,665,121,10.0
148,665,5114,10.0
149,665,20853,8.0
150,665,24231,7.0
151,665,30276,9.0
152,718,6547,5.0
153,718,9756,10.0
154,718,11981,9.0
155,718,19815,9.0
156,718,30276,8.0
157,718,32182,7.0
158,738,269,8.0
159,738,1575,10.0
160,738,121,9.0
161,738,20,10.0
162,738,249,8.0
163,765,35180,10.0
164,765,5081,10.0
165,765,16782,10.0
166,765,1210,10.0
167,765,6114,10.0
168,765,23273,10.0
169,765,23283,10.0
170,795,14967,7.0
171,795,15225,6.0
172,795,18679,9.0
173,795,32281,10.0
174,795,8769,9.0
175,795,7311,9.0
176,795,2001,9.0
177,816,431,9.0
178,816,7711,9.0
179,816,512,7.0
180,816,164,9.0
181,816,199,8.0
182,816,16870,7.0
183,817,30123,8.0
184,817,12549,2.0
185,817,874,9.0
186,817,21327,9.0
187,817,5205,9.0
188,817,528,9.0
189,817,44,9.0
190,817,4224,7.0
191,817,14833,8.0
192,817,9367,3.0
193,822,120,8.0
194,822,121,8.0
195,822,20,10.0
196,822,1735,10.0
197,822,32,5.0
198,822,44,7.0
199,822,41353,10.0
200,865,21405,8.0
201,865,1689,10.0
202,865,32281,10.0
203,865,16782,10.0
204,865,25157,8.0
205,868,21273,8.0
206,868,20,8.0
207,868,1735,9.0
208,868,25777,9.0
209,868,38524,9.0
210,884,120,8.0
211,884,121,10.0
212,884,226,10.0
213,884,227,10.0
214,884,430,10.0
215,884,384,10.0
216,884,189,10.0
217,940,11111,10.0
218,940,10218,9.0
219,940,12113,9.0
220,940,12115,9.0
221,940,5114,10.0
222,940,934,7.0
223,940,11061,10.0
224,940,33,8.0
225,951,2890,9.0
226,951,431,9.0
227,951,512,9.0
228,951,597,9.0
229,951,199,8.0
230,951,523,10.0
231,956,101,10.0
232,956,5081,9.0
233,956,1,9.0
234,956,11597,9.0
235,956,79,6.0
236,956,177,9.0
237,956,8861,7.0
238,977,14967,10.0
239,977,2167,10.0
240,977,35639,9.0
241,977,11757,10.0
242,977,36475,10.0
243,977,21881,10.0
244,977,36474,10.0
245,977,39597,10.0
246,996,22789,10.0
247,996,14467,8.0
248,996,10161,10.0
249,996,32995,10.0
250,996,30346,6.0
251,996,3092,1.0
252,996,21105,4.0
253,996,31414,4.0
254,996,9926,1.0
255,1019,6880,10.0
256,1019,15809,9.0
257,1019,11061,10.0
258,1019,14467,9.0
259,1019,20507,10.0
260,1023,21,9.0
261,1023,28249,8.0
262,1023,6573,9.0
263,1023,918,10.0
264,1023,9969,10.0
265,1023,28977,10.0
266,1023,29854,8.0
267,1033,6702,10.0
268,1033,71,10.0
269,1033,73,9.0
270,1033,7054,9.0
271,1033,14713,9.0
272,1033,853,9.0
273,1033,4722,8.0
274,1033,3470,8.0
275,1033,14227,7.0
276,1033,8277,8.0
277,1052,1535,9.0
278,1052,853,9.0
279,1052,3457,8.0
280,1052,1689,7.0
281,1052,3092,10.0
282,1052,1943,7.0
283,1052,527,7.0
284,1052,513,7.0
285,1112,269,10.0
286,1112,1535,10.0
287,1112,356,9.0
288,1112,20,10.0
289,1112,21,10.0
290,1112,79,10.0
291,1112,101,10.0
292,1112,552,10.0
293,1112,527,9.0
294,1112,550,10.0
295,1160,37345,1.0
296,1160,38000,10.0
297,1160,32281,10.0
298,1160,38329,10.0
299,1160,38826,10.0
300,1165,31580,8.0
301,1165,17265,8.0
302,1165,20787,5.0
303,1165,228,6.0
304,1165,23321,7.0
305,1165,11757,4.0
306,1195,31646,7.0
307,1195,28999,10.0
308,1195,1535,9.0
309,1195,10087,8.0
310,1195,34933,6.0
311,1195,33255,10.0
312,1195,34612,10.0
313,1195,11757,10.0
314,1195,21881,10.0
315,1195,31765,10.0
316,1198,31580,6.0
317,1198,33253,6.0
318,1198,36456,10.0
319,1198,35928,10.0
320,1198,11759,7.0
321,1198,1292,10.0
322,1198,25013,9.0
323,1230,1575,10.0
324,1230,2904,10.0
325,1230,270,9.0
326,1230,469,9.0
327,1230,6,9.0
328,1267,269,9.0
329,1267,6746,9.0
330,1267,6702,8.0
331,1267,1604,10.0
332,1267,6045,10.0
333,1267,1735,10.0
334,1267,6211,10.0
335,1268,14131,9.0
336,1268,37999,9.0
337,1268,40591,6.0
338,1268,30831,8.0
339,1268,32937,8.0
340,1268,14349,9.0
341,1268,33489,9.0
342,1268,30276,8.0
343,1268,38759,6.0
344,1268,5680,7.0
345,1271,235,10.0
346,1271,8074,6.0
347,1271,1535,10.0
348,1271,71,9.0
349,1271,73,9.0
350,1271,72,9.0
351,1271,121,9.0
352,1271,6213,10.0
353,1271,6956,9.0
354,1291,38000,10.0
355,1291,21995,7.0
356,1291,1575,10.0
357,1291,6880,8.0
358,1291,32281,10.0
359,1291,28851,7.0
360,1291,10620,6.0
361,1291,16498,9.0
362,1291,16011,9.0
363,1307,269,10.0
364,1307,6746,10.0
365,1307,1535,9.0
366,1307,71,6.0
367,1307,20,7.0
368,1317,34572,9.0
369,1317,1,8.0
370,1317,28977,7.0
371,1317,11061,9.0
372,1317,38000,7.0
373,1317,37510,8.0
374,1317,877,8.0
375,1423,21,7.0
376,1423,30749,7.0
377,1423,30276,10.0
378,1423,31704,8.0
379,1423,4063,10.0
380,1423,5277,10.0
381,1423,16498,10.0
382,1432,269,9.0
383,1432,6702,10.0
384,1432,21,7.0
385,1432,2025,9.0
386,1432,918,10.0
387,1432,1604,10.0
388,1455,21995,7.0
389,1455,227,6.0
390,1455,20785,7.0
391,1455,10588,9.0
392,1455,16498,8.0
393,1455,269,7.0
394,1455,3588,4.0
395,1486,269,10.0
396,1486,1735,10.0
397,1486,21,9.0
398,1486,150,10.0
399,1486,1535,10.0
400,1486,223,9.0
401,1486,121,9.0
402,1486,2472,7.0
403,1499,269,9.0
404,1499,2167,10.0
405,1499,9330,9.0
406,1499,8425,9.0
407,1499,9041,10.0
408,1499,28851,9.0
409,1499,8841,9.0
410,1499,8246,5.0
411,1499,9253,10.0
412,1499,8861,10.0
413,1503,20787,7.0
414,1503,31043,10.0
415,1503,36456,10.0
416,1503,37210,7.0
417,1503,18679,9.0
418,1503,29803,8.0
419,1503,35073,9.0
420,1503,37675,9.0
421,1503,6213,7.0
422,1503,4654,7.0
423,1614,22199,8.0
424,1614,9253,10.0
425,1614,11757,8.0
426,1614,21881,8.0
427,1614,22319,8.0
428,1615,4975,9.0
429,1615,1818,8.0
430,1615,1575,9.0
431,1615,2904,9.0
432,1615,240,10.0
433,1615,2963,9.0
434,1615,1210,10.0
435,1615,2966,10.0
436,1615,5341,10.0
437,1615,4224,10.0
438,1640,889,6.0
439,1640,35608,10.0
440,1640,34599,9.0
441,1640,13759,9.0
442,1640,2476,6.0
443,1709,1575,7.0
444,1709,1,7.0
445,1709,5114,9.0
446,1709,38000,9.0
447,1709,199,6.0
448,1709,7724,8.0
449,1719,530,10.0
450,1719,1689,7.0
451,1719,16918,7.0
452,1719,3002,9.0
453,1719,431,7.0
454,1719,19,10.0
455,1719,527,6.0
456,1719,199,8.0
457,1719,4722,7.0
458,1719,21,8.0
459,1768,21,9.0
460,1768,40028,10.0
461,1768,41353,7.0
462,1768,32935,8.0
463,1768,31240,8.0
464,1768,2236,7.0
465,1781,15809,9.0
466,1781,4898,10.0
467,1781,6707,6.0
468,1781,22145,7.0
469,1781,14349,5.0
470,1781,23755,10.0
471,1781,853,9.0
472,1781,28171,8.0
473,1823,36649,10.0
474,1823,39533,10.0
475,1823,32093,10.0
476,1823,16011,10.0
477,1823,9919,10.0
478,1823,30346,10.0
479,1823,18507,10.0
480,1823,20583,10.0
481,1823,28851,10.0
482,1823,11771,10.0
483,1830,4901,6.0
484,1830,889,9.0
485,1830,1519,8.0
486,1830,1,8.0
487,1830,5,10.0
488,1830,5114,9.0
489,1831,329,8.0
490,1831,6114,7.0
491,1831,1690,8.0
492,1831,1575,8.0
493,1831,2904,5.0
494,1831,3002,9.0
495,1831,323,8.0
496,1831,849,7.0
497,1831,2001,5.0
498,1871,530,8.0
499,1871,597,7.0
500,1871,121,7.0
501,1871,323,7.0
502,1871,101,5.0
503,1914,1575,9.0
504,1914,2904,10.0
505,1914,1535,10.0
506,1914,355,9.0
507,1914,2787,9.0
508,1914,849,9.0
509,1917,269,9.0
510,1917,232,7.0
511,1917,2025,10.0
512,1917,7338,10.0
513,1917,1535,10.0
514,1917,20,9.0
515,1917,442,9.0
516,1917,1735,10.0
517,1917,2472,9.0
518,1917,8246,10.0
519,1927,33506,6.0
520,1927,23199,6.0
521,1927,27831,6.0
522,1927,12531,8.0
523,1927,849,8.0
524,1927,4382,4.0
525,1932,323,6.0
526,1932,30,4.0
527,1932,13601,7.0
528,1932,16498,6.0
529,1932,22319,6.0
530,1932,27899,6.0
531,1968,269,10.0
532,1968,120,10.0
533,1968,121,7.0
534,1968,918,10.0
535,1968,20,10.0
536,1968,1735,10.0
537,1968,442,10.0
538,1968,2472,10.0
539,2036,5081,8.0
540,2036,6702,10.0
541,2036,1735,10.0
542,2036,874,7.0
543,2036,226,10.0
544,2036,20,10.0
545,2036,3457,10.0
546,2036,4752,10.0
547,2068,1735,10.0
548,2068,21,10.0
549,2068,6347,10.0
550,2068,7148,10.0
551,2068,20,9.0
552,2068,442,7.0
553,2068,2144,9.0
554,2068,7769,10.0
555,2070,11061,10.0
556,2070,32182,8.0
557,2070,28825,6.0
558,2070,9253,10.0
559,2070,1,7.0
560,2070,1535,8.0
561,2070,8074,5.0
562,2070,30484,8.0
563,2070,22319,7.0
564,2094,1686,10.0
565,2094,150,10.0
566,2094,270,10.0
567,2094,777,10.0
568,2094,249,10.0
569,2094,6,10.0
570,2094,269,9.0
571,2094,20,7.0
572,2094,45,9.0
573,2114,8676,10.0
574,2114,11433,9.0
575,2114,11111,9.0
576,2114,9919,9.0
577,2114,269,10.0
578,2114,11617,10.0
579,2114,8074,10.0
580,2114,1604,10.0
581,2114,9181,10.0
582,2114,3455,10.0
583,2128,35972,9.0
584,2128,3731,10.0
585,2128,36407,10.0
586,2128,6547,10.0
587,2128,28999,10.0
588,2128,6702,9.0
589,2128,22043,8.0
590,2128,30015,10.0
591,2128,14289,9.0
592,2148,223,7.0
593,2148,249,9.0
594,2148,20,9.0
595,2148,853,8.0
596,2148,527,9.0
597,2148,11757,10.0
598,2148,357,9.0
599,2148,317,10.0
600,2148,528,10.0
601,2167,269,7.0
602,2167,1575,8.0
603,2167,6702,9.0
604,2167,20,8.0
605,2167,30276,7.0
606,2167,11757,8.0
607,2167,2001,7.0
608,2167,9756,7.0
609,2242,1735,10.0
610,2242,1535,10.0
611,2242,120,8.0
612,2242,121,6.0
613,2242,20,9.0
614,2242,853,9.0
615,2259,269,7.0
616,2259,30307,7.0
617,2259,849,7.0
618,2259,16498,5.0
619,2259,22319,6.0
620,2352,1735,9.0
621,2352,1686,8.0
622,2352,223,8.0
623,2352,225,9.0
624,2352,2993,5.0
625,2354,269,7.0
626,2354,1575,9.0
627,2354,2904,9.0
628,2354,1535,9.0
629,2354,3588,6.0
630,2417,9919,9.0
631,2417,5300,9.0
632,2417,68,7.0
633,2417,61,9.0
634,2417,4898,10.0
635,2417,6707,10.0
636,2417,79,9.0
637,2417,2923,7.0
638,2421,6682,8.0
639,2421,431,10.0
640,2421,585,8.0
641,2421,164,7.0
642,2421,597,8.0
643,2421,5681,7.0
644,2459,32828,8.0
645,2459,33206,8.0
646,2459,32182,8.0
647,2459,31953,7.0
648,2459,31240,9.0
649,2459,12431,10.0
650,2459,14719,10.0
651,2459,15379,10.0
652,2459,30276,9.0
653,2467,1535,10.0
654,2467,5114,10.0
655,2467,150,7.0
656,2467,121,10.0
657,2467,430,10.0
658,2467,5680,9.0
659,2467,853,10.0
660,2467,3470,7.0
661,2500,66,9.0
662,2500,527,8.0
663,2500,552,7.0
664,2500,223,8.0
665,2500,813,7.0
666,2500,232,8.0
667,2500,225,7.0
668,2500,45,6.0
669,2525,918,10.0
670,2525,3092,9.0
671,2525,1604,10.0
672,2525,877,9.0
673,2525,4224,8.0
674,2525,853,10.0
675,2525,4722,7.0
676,2525,4752,10.0
677,2541,34572,7.0
678,2541,21,8.0
679,2541,24833,8.0
680,2541,30654,10.0
681,2541,1575,5.0
682,2541,40221,10.0
683,2541,32542,5.0
684,2541,22319,10.0
685,2551,6702,9.0
686,2551,21,8.0
687,2551,154,9.0
688,2551,136,9.0
689,2551,7054,8.0
690,2551,4155,8.0
691,2551,853,7.0
692,2551,4722,9.0
693,2573,6547,8.0
694,2573,16,10.0
695,2573,387,10.0
696,2573,572,10.0
697,2573,457,10.0
698,2573,8769,7.0
699,2573,2001,9.0
700,2573,177,10.0
701,2573,861,9.0
702,2591,28977,7.0
703,2591,2904,9.0
704,2591,10379,8.0
705,2591,5114,9.0
706,2591,263,8.0
707,2591,24701,8.0
708,2591,22135,9.0
709,2591,23273,5.0
710,2719,21,9.0
711,2719,1292,7.0
712,2719,1535,8.0
713,2719,223,8.0
714,2719,813,6.0
715,2719,384,6.0
716,2719,8074,7.0
717,2719,4155,9.0
718,2719,527,7.0
719,2732,5081,8.0
720,2732,32281,10.0
721,2732,22535,9.0
722,2732,17074,10.0
723,2732,15689,8.0
724,2732,11597,9.0
725,2732,19815,10.0
726,2732,31240,9.0
727,2732,16498,8.0
728,2732,9253,10.0
729,2783,9989,10.0
730,2783,232,10.0
731,2783,8129,10.0
732,2783,10161,9.0
733,2783,2966,9.0
734,2783,5341,9.0
735,2783,9941,9.0
736,2783,6211,10.0
737,2783,10162,9.0
738,2797,150,8.0
739,2797,2167,9.0
740,2797,4181,10.0
741,2797,1535,9.0
742,2797,934,10.0
743,2797,1889,10.0
744,2797,64,9.0
745,2797,4896,8.0
746,2797,121,7.0
747,2801,6547,10.0
748,2801,145,9.0
749,2801,6045,10.0
750,2801,9656,10.0
751,2801,189,9.0
752,2801,16498,10.0
753,2801,11757,9.0
754,2801,23283,10.0
755,2817,6547,8.0
756,2817,2167,10.0
757,2817,2924,10.0
758,2817,323,10.0
759,2817,1210,10.0
760,2817,2605,10.0
761,2829,5525,9.0
762,2829,1735,9.0
763,2829,2923,9.0
764,2829,3588,9.0
765,2829,1535,9.0
766,2829,7054,8.0
767,2829,5530,9.0
768,2829,3457,9.0
769,2870,226,10.0
770,2870,376,7.0
771,2870,1571,10.0
772,2870,469,10.0
773,2870,2034,10.0
774,2870,457,10.0
775,2870,2993,10.0
776,2870,4214,10.0
777,2870,2476,10.0
778,2870,4063,10.0
779,2877,1535,10.0
780,2877,14713,8.0
781,2877,25681,7.0
782,2877,6045,8.0
783,2877,32281,8.0
784,2877,32182,10.0
785,2877,30276,10.0
786,2877,12355,10.0
787,2877,23673,7.0
788,2877,4224,9.0
789,2878,9919,10.0
790,2878,21,10.0
791,2878,6547,10.0
792,2878,11111,10.0
793,2878,1535,10.0
794,2878,8074,8.0
795,2895,11111,10.0
796,2895,20583,10.0
797,2895,28171,10.0
798,2895,22319,10.0
799,2895,27899,10.0
800,2929,31964,10.0
801,2929,31988,10.0
802,2929,34984,10.0
803,2929,1210,9.0
804,2929,30276,9.0
805,2929,32729,9.0
806,2929,9253,9.0
807,2929,34822,10.0
808,2929,33352,9.0
809,2929,7785,8.0
810,2944,34566,5.0
811,2944,1535,10.0
812,2944,11061,10.0
813,2944,14513,8.0
814,2944,20,9.0
815,2944,1735,8.0
816,2946,19163,8.0
817,2946,20785,9.0
818,2946,19815,10.0
819,2946,15809,8.0
820,2946,10165,10.0
821,2946,11499,8.0
822,2946,8675,8.0
823,2946,20847,9.0
824,2963,35839,10.0
825,2963,32281,10.0
826,2963,19815,9.0
827,2963,13759,8.0
828,2963,28171,8.0
829,2963,32282,9.0
830,2963,35788,9.0
831,2985,269,10.0
832,2985,1686,10.0
833,2985,2889,10.0
834,2985,4835,10.0
835,2985,8247,10.0
836,2985,6547,10.0
837,3039,552,8.0
838,3039,249,8.0
839,3039,6811,8.0
840,3039,33206,9.0
841,3039,38759,10.0
842,3065,6347,8.0
843,3065,10161,10.0
844,3065,853,8.0
845,3065,1535,10.0
846,3065,2994,9.0
847,3075,68,8.0
848,3075,2167,10.0
849,3075,61,9.0
850,3075,1535,10.0
851,3075,223,7.0
852,3075,225,6.0
853,3075,317,8.0
854,3075,20,10.0
855,3077,12291,8.0
856,3077,17895,10.0
857,3077,13161,8.0
858,3077,16067,9.0
859,3077,18897,8.0
860,3077,8861,7.0
861,3108,2890,9.0
862,3108,431,9.0
863,3108,572,10.0
864,3108,416,10.0
865,3108,512,10.0
866,3108,199,10.0
867,3108,5681,9.0
868,3108,513,9.0
869,3108,523,10.0
870,3114,12291,10.0
871,3114,39534,7.0
872,3114,853,8.0
873,3114,22147,7.0
874,3114,4898,7.0
875,3119,9919,9.0
876,3119,813,7.0
877,3119,21603,10.0
878,3119,2001,9.0
879,3119,1195,1.0
880,3119,16498,3.0
881,3158,31964,9.0
882,3158,38671,8.0
883,3158,11061,10.0
884,3158,35839,9.0
885,3158,37779,9.0
886,3177,31964,8.0
887,3177,16592,7.0
888,3177,17513,8.0
889,3177,934,10.0
890,3177,1889,8.0
891,3177,16662,9.0
892,3177,28851,8.0
893,3177,34599,9.0
894,3177,2966,6.0
895,3177,19315,2.0
896,3190,269,10.0
897,3190,7054,10.0
898,3190,2034,10.0
899,3190,4722,10.0
900,3190,3470,10.0
901,3222,269,9.0
902,3222,6702,10.0
903,3222,5114,9.0
904,3222,11061,9.0
905,3222,7054,10.0
906,3222,4898,9.0
907,3222,1686,9.0
908,3222,6880,7.0
909,3301,18507,9.0
910,3301,9756,10.0
911,3301,1210,9.0
912,3301,16742,9.0
913,3301,11285,9.0
914,3301,30,10.0
915,3301,3588,8.0
916,3301,4654,8.0
917,3370,39463,8.0
918,3370,40591,9.0
919,3370,37510,8.0
920,3370,21,10.0
921,3370,35849,8.0
922,3370,37999,9.0
923,3370,32182,8.0
924,3370,18897,8.0
925,3370,28171,8.0
926,3412,150,8.0
927,3412,121,10.0
928,3412,430,8.0
929,3412,934,8.0
930,3412,1889,8.0
931,3412,19,9.0
932,3416,32282,9.0
933,3416,1535,9.0
934,3416,20583,8.0
935,3416,28891,9.0
936,3416,578,10.0
937,3416,34542,6.0
938,3416,32281,5.0
939,3416,199,7.0
940,3416,30276,7.0
941,3429,22199,10.0
942,3429,9989,9.0
943,3429,36882,5.0
944,3429,35849,10.0
945,3429,32281,10.0
946,3429,22535,10.0
947,3429,16782,10.0
948,3429,12467,10.0
949,3429,38826,10.0
950,3429,35507,10.0
951,3443,6702,8.0
952,3443,11061,9.0
953,3443,28755,7.0
954,3443,20,10.0
955,3443,1735,10.0
956,3443,269,8.0
957,3485,6547,8.0
958,3485,71,9.0
959,3485,73,7.0
960,3485,72,10.0
961,3485,268,9.0
962,3485,3503,8.0
963,3485,1559,10.0
964,3485,79,9.0
965,3485,4224,10.0
966,3507,9919,7.0
967,3507,59,8.0
968,3507,2167,10.0
969,3507,4181,10.0
970,3507,1535,10.0
971,3507,226,7.0
972,3507,13655,9.0
973,3574,21,9.0
974,3574,16498,9.0
975,3574,1575,9.0
976,3574,2904,10.0
977,3574,1535,8.0
978,3574,6702,9.0
979,3574,245,9.0
980,3574,11757,7.0
981,3634,11843,10.0
982,3634,10165,10.0
983,3634,5909,9.0
984,3634,6213,9.0
985,3634,8937,8.0
986,3668,235,10.0
987,3668,185,8.0
988,3668,19,9.0
989,3668,20,10.0
990,3668,48,10.0
991,3668,57,10.0
992,3668,357,10.0
993,3668,317,10.0
994,3668,136,10.0
995,3668,189,10.0
996,3678,889,10.0
997,3678,1,10.0
998,3678,227,10.0
999,3678,33,10.0
1000,3678,32,10.0
1001,3678,2001,10.0
1002,3678,33352,10.0
1003,3714,37349,10.0
1004,3714,33475,9.0
1005,3714,28999,10.0
1006,3714,32281,10.0
1007,3714,28851,10.0
1008,3714,20785,10.0
1009,3714,19815,10.0
1010,3714,33926,10.0
1011,3714,28171,10.0
1012,3714,32282,10.0
1013,3740,1689,7.0
1014,3740,6746,9.0
1015,3740,23199,8.0
1016,3740,27831,8.0
1017,3740,28825,9.0
1018,3740,853,9.0
1019,3740,32262,7.0
1020,3740,23273,10.0
1021,3742,1735,9.0
1022,3742,1292,8.0
1023,3742,1575,9.0
1024,3742,2904,9.0
1025,3742,433,10.0
1026,3742,20,9.0
1027,3742,45,10.0
1028,3744,5680,10.0
1029,3744,9617,8.0
1030,3744,7791,8.0
1031,3744,1735,9.0
1032,3744,20,7.0
1033,3746,40060,8.0
1034,3746,39326,8.0
1035,3746,40496,8.0
1036,3746,40540,8.0
1037,3746,2472,8.0
1038,3761,61,9.0
1039,3761,317,10.0
1040,3761,469,9.0
1041,3761,5530,10.0
1042,3761,64,8.0
1043,3761,3588,9.0
1044,3761,177,9.0
1045,3761,3457,10.0
1046,3761,4752,10.0
1047,3762,101,8.0
1048,3762,5060,9.0
1049,3762,10588,9.0
1050,3762,857,8.0
1051,3762,9919,9.0
1052,3762,7054,9.0
1053,3762,2476,7.0
1054,3762,199,9.0
1055,3767,68,7.0
1056,3767,269,8.0
1057,3767,1559,7.0
1058,3767,2889,5.0
1059,3767,1726,8.0
1060,3767,223,7.0
1061,3767,270,8.0
1062,3767,174,7.0
1063,3767,392,9.0
1064,3778,269,7.0
1065,3778,60,8.0
1066,3778,457,8.0
1067,3778,21,7.0
1068,3778,813,10.0
1069,3778,267,8.0
1070,3778,205,5.0
1071,3788,5081,10.0
1072,3788,32281,8.0
1073,3788,7148,5.0
1074,3788,10721,8.0
1075,3788,32729,7.0
1076,3788,12531,9.0
1077,3788,5681,10.0
1078,3788,2236,8.0
1079,3788,861,7.0
1080,3798,6347,8.0
1081,3798,16592,10.0
1082,3798,12189,9.0
1083,3798,7769,8.0
1084,3798,8557,7.0
1085,3798,3588,9.0
1086,3799,16498,10.0
1087,3799,6956,7.0
1088,3799,1575,10.0
1089,3799,9041,10.0
1090,3799,8424,10.0
1091,3799,14813,10.0
1092,3799,18753,10.0
1093,3821,21,10.0
1094,3821,10163,10.0
1095,3821,2034,10.0
1096,3821,30,7.0
1097,3821,4155,8.0
1098,3821,3588,10.0
1099,3821,21507,5.0
1100,3821,2001,10.0
1101,3913,269,10.0
1102,3913,20,10.0
1103,3913,1735,10.0
1104,3913,57,10.0
1105,3913,2167,10.0
1106,3913,1726,10.0
1107,3913,849,10.0
1108,3924,6547,10.0
1109,3924,7724,9.0
1110,3924,5958,10.0
1111,3924,3588,10.0
1112,3924,2963,10.0
1113,3935,918,10.0
1114,3935,205,8.0
1115,3935,2890,8.0
1116,3935,431,9.0
1117,3935,572,7.0
1118,3935,164,9.0
1119,3935,8795,9.0
1120,3935,199,9.0
1121,3935,523,7.0
1122,3935,1,10.0
1123,3939,4186,7.0
1124,3939,4181,7.0
1125,3939,2923,9.0
1126,3939,4224,8.0
1127,3939,1735,9.0
1128,3946,1735,10.0
1129,3946,21,10.0
1130,3946,269,10.0
1131,3946,11617,9.0
1132,3946,24703,10.0
1133,3946,15451,10.0
1134,3946,6205,10.0
1135,3946,20,9.0
1136,3951,33486,10.0
1137,3951,5114,10.0
1138,3951,34280,2.0
1139,3951,11061,10.0
1140,3951,32281,10.0
1141,3951,28851,10.0
1142,3951,30276,10.0
1143,4004,38572,9.0
1144,4004,21405,7.0
1145,4004,37210,6.0
1146,4004,29785,8.0
1147,4004,39196,10.0
1148,4004,30015,10.0
1149,4004,35466,10.0
1150,4004,38329,10.0
1151,4004,35507,9.0
1152,4014,857,8.0
1153,4014,66,8.0
1154,4014,5680,10.0
1155,4014,21,9.0
1156,4014,24,10.0
1157,4014,1535,10.0
1158,4014,4224,10.0
1159,4029,269,8.0
1160,4029,1735,10.0
1161,4029,552,6.0
1162,4029,223,8.0
1163,4029,936,9.0
1164,4029,3455,10.0
1165,4039,2904,10.0
1166,4039,356,8.0
1167,4039,6922,9.0
1168,4039,10087,9.0
1169,4039,1195,8.0
1170,4039,1840,8.0
1171,4039,3712,6.0
1172,4050,32828,9.0
1173,4050,22789,9.0
1174,4050,16592,7.0
1175,4050,934,10.0
1176,4050,21511,8.0
1177,4055,22297,9.0
1178,4055,28701,9.0
1179,4055,40052,9.0
1180,4055,18153,8.0
1181,4055,5682,8.0
1182,4062,1535,9.0
1183,4062,245,10.0
1184,4062,19815,10.0
1185,4062,13601,6.0
1186,4062,23283,6.0
1187,4083,28825,9.0
1188,4083,8129,10.0
1189,4083,512,9.0
1190,4083,853,9.0
1191,4083,523,10.0
1192,4102,5525,9.0
1193,4102,101,9.0
1194,4102,66,8.0
1195,4102,530,4.0
1196,4102,2167,10.0
1197,4102,24,9.0
1198,4102,550,7.0
1199,4113,5525,10.0
1200,4113,269,9.0
